ссылка,комнаты,площадь,этаж,цена в месяц,залог,комиссия,ЖКУ и счетчики,адрес,станция метро,шаговая доступность,ссылка на агенство,агенство,количество завершенных сделок ,реквизиты статус
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_47_m_49_et._3793134117,2-к. квартира,47 м²,4/9 эт.,50 000  , 50 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"пос. Коммунарка, ул. Александры Монаховой, 96к2",Бунинская аллея,21–30 мин.,https://www.avito.ru/user/4c3b7c8c679501b07eb41b01cc6652cf/profile?src=search_seller_info,Максим,81,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_54_m_1616_et._1720135126,2-к. квартира,54 м²,16/16 эт.,45 000  , 45 000 , 40%,ЖКУ включены без счетчиков,"ул. Богданова, 54",Солнцево,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_20_m_933_et._3960078266,Квартира-студия,20 м²,9/33 эт.,53 000  , 53 000 ,0%,ЖКУ включены без счетчиков,"2-й Нагатинский пр., 2/2к1",Коломенская,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_1519_et._3838022304,2-к. квартира,55 м²,15/19 эт.,40 000  , 40 000 , 65%,ЖКУ включены без счетчиков,"Синявинская ул., 11к16",р-н Молжаниновский,,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_58_m_1822_et._3886380350,2-к. квартира,58 м²,18/22 эт.,50 000  , 50 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Юрловский пр., 11",Отрадное,16–20 мин.,https://www.avito.ru/user/373628e4ff4f4c373ce308f030a67dc5/profile?src=search_seller_info,Квадраты Москвы,5703,Документы проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_41_m_69_et._3962341724,1-к. квартира,41 м²,6/9 эт.,35 000  , 35 000 , 50%,ЖКУ включены без счетчиков,"ул. Чёрное Озеро, 4",Улица Дмитриевского,16–20 мин.,https://www.avito.ru/user/8d6d38b1c9c70e3a7de294dadbbb00d5/profile?src=search_seller_info,Андрей,162,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_384_m_712_et._3841349950,2-к. квартира,"38,4 м²",7/12 эт.,42 000  , 42 000 , 50%,ЖКУ включены без счетчиков,"ул. Юных Ленинцев, 79к6",Кузьминки,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_812_et._3272155078,1-к. квартира,40 м²,8/12 эт.,46 000  , 46 000 ,0%,ЖКУ включены без счетчиков,"Липецкая ул., 13",Орехово,от 31 мин.,https://www.avito.ru/user/8dba0e443d9f947967984f0682866560/profile?src=search_seller_info,Роман,8,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_42_m_1619_et._1862280043,2-к. квартира,42 м²,16/19 эт.,55 000  , 27 500 , 50%,ЖКУ 5 000 ₽ + счетчики,"Ленинский пр-т, 92",Новаторская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_44_m_25_et._3753580718,2-к. квартира,44 м²,2/5 эт.,60 000  , 60 000 , 50%,ЖКУ включены без счетчиков,"Студенческая ул., 23",Студенческая,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_648_m_1215_et._3876950134,2-к. квартира,"64,8 м²",12/15 эт.,65 000  , 65 000 ,0%,ЖКУ включены без счетчиков,"ш. Фрезер, 7/2",Андроновка,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_25_m_25_et._3626903507,Апартаменты-студия,25 м²,2/5 эт.,44 000  , 44 000 , 50%,ЖКУ включены без счетчиков,"аллея Первой Маёвки, 15с1",Рязанский проспект,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_555_m_19_et._2463995551,2-к. квартира,"55,5 м²",1/9 эт.,55 000  , 110 000 ,0%,ЖКУ включены без счетчиков,"Кетчерская ул., 6к2",Новогиреево,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_27_m_2732_et._2311625936,Квартира-студия,27 м²,27/32 эт.,37 000  , 37 000 , 50%,ЖКУ включены без счетчиков,"ул. Липовой Рощи, 4к1",Строгино,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_353_m_2225_et._3962193354,1-к. квартира,"35,3 м²",22/25 эт.,36 000  , 36 000 , 50%,ЖКУ включены без счетчиков,"рп. Дрожжино, Южная ул., 3к1",Улица Скобелевская,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_59_m_99_et._3961785505,3-к. квартира,59 м²,9/9 эт.,57 000  , 57 000 ,0%,ЖКУ включены без счетчиков,"Рязанский пр-т, 80к1",Юго-Восточная,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_60_m_69_et._3808446489,3-к. квартира,60 м²,6/9 эт.,58 000  , 58 000 , 50%,ЖКУ 3 000 ₽ + счетчики,"Домодедовская ул., 7к2",Домодедовская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_2133_et._3955509819,1-к. квартира,38 м²,21/33 эт.,80 000  ,,,,Залог 80 000 ₽ · Без комиссии · ЖКУ включены без счетчиков,"Кронштадтский б-р, 8к1",6–10 мин.,,1 день назад,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_1616_et._3815613552,1-к. квартира,40 м²,16/16 эт.,85 000  , 85 000 ,0%,ЖКУ включены без счетчиков,"Шепелюгинская ул., 5к2",Авиамоторная,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_443_et._3601516858,1-к. квартира,42 м²,4/43 эт.,20 000  , 20 000 ,100%,Все ЖКУ включены,"ул. Генерала Глаголева, 14Ак1",Народное Ополчение,21–30 мин.,https://www.avito.ru/user/f76a2f77e34923187aa0760a25c01408/profile?src=search_seller_info,"ООО ""АН Элитный Дом"".",1935,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_39_m_917_et._1296334041,1-к. квартира,39 м²,9/17 эт.,39 000  , 39 000 ,0%,ЖКУ включены без счетчиков,"ул. Руднёвка, 39",Лухмановская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_1214_et._4042116094,2-к. квартира,60 м²,12/14 эт.,65 000  , 65 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Веерная ул., 1к1",Аминьевская,21–30 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_50_m_312_et._3832967912,1-к. квартира,50 м²,3/12 эт.,89 000  , 44 500 ,0%,Все ЖКУ включены,"ул. Малая Дмитровка, 24/2",Маяковская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_164_m_66_et._3277362304,Апартаменты-студия,"16,4 м²",6/6 эт.,45 000  , 45 000 ,0%,ЖКУ включены без счетчиков,"аллея Первой Маёвки, 15с1",Рязанский проспект,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_79_et._3694228116,2-к. квартира,45 м²,7/9 эт.,45 000  , 45 000 , 50%,ЖКУ включены без счетчиков,"ул. Бехтерева, 41к1",Царицыно,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_27_m_1721_et._2131071733,Апартаменты-студия,27 м²,17/21 эт.,62 000  , 31 000 ,0%,ЖКУ включены без счетчиков,"ул. Бутлерова, 7Б",Калужская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_47_m_2525_et._3679590439,Квартира-студия,47 м²,25/25 эт.,95 000  , 95 000 , 40%,ЖКУ включены без счетчиков,"Береговой пр., 5Ак7",Фили,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_376_m_116_et._3700730491,1-к. квартира,"37,6 м²",1/16 эт.,60 000  ,,,,Залог 60 000 ₽ · Без комиссии · ЖКУ включены без счетчиков,"ул. Мичуринский Проспект, Олимпийская Деревня, 19",6–10 мин.,,12 часов назад,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_708_m_812_et._3734346719,3-к. квартира,"70,8 м²",8/12 эт.,90 000  , 90 000 ,0%,ЖКУ включены без счетчиков,"Профсоюзная ул., 43к2",Новые Черёмушки,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_23_m_1517_et._3752768259,Квартира-студия,23 м²,15/17 эт.,40 500  , 40 500 ,0%,ЖКУ 2 000 ₽ + счетчики,"пр-т Куприна, 18к2",Коммунарка,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_555_m_19_et._2463995551,2-к. квартира,"55,5 м²",1/9 эт.,55 000  , 110 000 ,0%,ЖКУ включены без счетчиков,"Кетчерская ул., 6к2",Новогиреево,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_27_m_2732_et._2311625936,Квартира-студия,27 м²,27/32 эт.,37 000  , 37 000 , 50%,ЖКУ включены без счетчиков,"ул. Липовой Рощи, 4к1",Строгино,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_353_m_2225_et._3962193354,1-к. квартира,"35,3 м²",22/25 эт.,36 000  , 36 000 , 50%,ЖКУ включены без счетчиков,"рп. Дрожжино, Южная ул., 3к1",Улица Скобелевская,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_59_m_99_et._3961785505,3-к. квартира,59 м²,9/9 эт.,57 000  , 57 000 ,0%,ЖКУ включены без счетчиков,"Рязанский пр-т, 80к1",Юго-Восточная,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_60_m_69_et._3808446489,3-к. квартира,60 м²,6/9 эт.,58 000  , 58 000 , 50%,ЖКУ 3 000 ₽ + счетчики,"Домодедовская ул., 7к2",Домодедовская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_2133_et._3955509819,1-к. квартира,38 м²,21/33 эт.,80 000  ,,,,Залог 80 000 ₽ · Без комиссии · ЖКУ включены без счетчиков,"Кронштадтский б-р, 8к1",6–10 мин.,,1 день назад,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_510_et._3805526039,2-к. квартира,56 м²,5/10 эт.,60 000  , 60 000 , 70%,ЖКУ включены без счетчиков,"ул. Гастелло, 41",Электрозаводская,6–10 мин.,https://www.avito.ru/user/c959426b74875cd16e1c02a0dd647360/profile?src=search_seller_info,ИНКОМ-Недвижимость,107504,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_75_m_415_et._2702417868,2-к. квартира,75 м²,4/15 эт.,60 000  , 60 000 , 50%,ЖКУ включены без счетчиков,"6-я Радиальная ул., 5к3",Царицыно,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_60_m_55_et._2373748301,2-к. квартира,60 м²,5/5 эт.,50 000  , 50 000 ,0%,ЖКУ включены без счетчиков,"2-я Институтская ул., 1/12",Окская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._3930596612,Квартира-студия,12 м²,1/9 эт.,34 000  , 34 000 ,0%,Все ЖКУ включены,"ул. Красный Казанец, 1к2",Рязанский проспект,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_517_et._4258220615,2-к. квартира,55 м²,5/17 эт.,55 000  , 55 000 , 10%,ЖКУ 6 000 ₽ + счетчики,"ул. Василия Петушкова, 9",Волоколамская,21–30 мин.,https://www.avito.ru/user/3d24d8a558db3c2ff65c1a245711468a/profile?src=search_seller_info,Sunmarine_aparts.,19,Документы проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_318_m_15_et._3803741843,1-к. квартира,"31,8 м²",1/5 эт.,35 000  ,0,0%,Все ЖКУ включены,"Чусовская ул., 4к2",Щёлковская,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_342_m_79_et._3753197387,Квартира-студия,"34,2 м²",7/9 эт.,37 000  , 37 000 ,0%,ЖКУ включены без счетчиков,"пос. Коммунарка, ул. Александры Монаховой, 96к2",Бунинская аллея,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_917_et._3190458465,1-к. квартира,38 м²,9/17 эт.,40 000  , 40 000 ,0%,Все ЖКУ включены,"3-й Митинский пер., 7",Митино,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_32_m_45_et._3907653690,1-к. квартира,32 м²,4/5 эт.,40 000  , 40 000 ,0%,ЖКУ включены без счетчиков,"ул. Героев Панфиловцев, 33к1",Планерная,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_45_m_725_et._4042500178,1-к. квартира,45 м²,7/25 эт.,90 000  , 270 000 , 50%,ЖКУ 10 000 ₽ + счетчики,"ул. Маргелова, 3к3",Беговая,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_42_m_24_et._3679691504,1-к. квартира,42 м²,2/4 эт.,45 000  , 45 000 ,0%,ЖКУ включены без счетчиков,"4-я Мякининская ул., 25",Мякинино,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_35_m_1220_et._3723504420,2-к. квартира,35 м²,12/20 эт.,70 000  , 70 000 ,0%,ЖКУ включены без счетчиков,"Родниковая ул., 30к3",Саларьево,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_70_m_912_et._3838525993,3-к. квартира,70 м²,9/12 эт.,65 000  , 65 000 , 55%,ЖКУ включены без счетчиков,"Симферопольский б-р, 16к5",Каховская,до 5 мин.,https://www.avito.ru/user/5531f63bf61835315dd3909d30919526/profile?src=search_seller_info,STRAUS,3178,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_73_m_25_et._3974467191,3-к. квартира,73 м²,2/5 эт.,70 000  , 70 000 , 50%,ЖКУ включены без счетчиков,"Мартеновская ул., 32/15",Новогиреево,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_38_m_425_et._2745203515,1-к. квартира,38 м²,4/25 эт.,54 999  , 54 999 , 50%,ЖКУ включены без счетчиков,"ул. Полины Осипенко, 2к3",Беговая,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._apartamenty_82_m_1026_et._3974029345,2-к. апартаменты,82 м²,10/26 эт.,100 000  , 100 000 , 50%,ЖКУ включены без счетчиков,"Кронштадтский б-р, 6к2",Водный стадион,6–10 мин.,https://www.avito.ru/user/59cc2e2c8be6508192f7119b58eb5d7b/profile?src=search_seller_info,ERA,480,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_70_m_35_et._3723106110,3-к. квартира,70 м²,3/5 эт.,55 000  , 55 000 ,100%,ЖКУ включены без счетчиков,"4-й Верхний Михайловский пр., 10к4",Площадь Гагарина,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_70_m_2037_et._2174022849,2-к. квартира,70 м²,20/37 эт.,150 000  , 150 000 , 50%,ЖКУ включены без счетчиков,"Хорошёвское ш., 12к1",Беговая,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_1216_et._3962088883,2-к. квартира,50 м²,12/16 эт.,49 000  , 49 000 ,0%,ЖКУ включены без счетчиков,"ул. Борисовские Пруды, 12к1",Борисово,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_22_m_2633_et._3799176668,Квартира-студия,22 м²,26/33 эт.,50 000  , 50 000 , 50%,ЖКУ включены без счетчиков,"Перовское ш., 2к2",Нижегородская,6–10 мин.,https://www.avito.ru/user/9c8c7470336174b4cca1402f0ec2ff59/profile?src=search_seller_info,EMPIRE HOME,5215,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_222_et._3916516438,1-к. квартира,40 м²,2/22 эт.,40 000  , 40 000 , 70%,ЖКУ включены без счетчиков,"ул. Мусы Джалиля, 38к1",Шипиловская,до 5 мин.,https://www.avito.ru/user/531afeb98381b1f5f06fa8e0cf54a046/profile?src=search_seller_info,Юлия,13,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_112_et._4042294657,2-к. квартира,55 м²,1/12 эт.,58 000  , 58 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Малая Филёвская ул., 30",Пионерская,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_547_m_817_et._3676943750,2-к. квартира,"54,7 м²",8/17 эт.,60 000  , 60 000 ,0%,ЖКУ включены без счетчиков,"Пятницкое ш., 37",Пятницкое шоссе,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_59_et._3888340819,1-к. квартира,35 м²,5/9 эт.,60 000  , 60 000 ,0%,ЖКУ 5 000 ₽ + счетчики,"Кировоградская ул., 16к2",Южная,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_24_m_1721_et._2289530758,Апартаменты-студия,24 м²,17/21 эт.,45 000  , 45 000 ,0%,Все ЖКУ включены,"Востряковское ш., 7с1",Озёрная,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_36_m_1515_et._4161596545,1-к. квартира,36 м²,15/15 эт.,43 000  , 43 000 , 60%,ЖКУ включены без счетчиков,"Новомарьинская ул., 36к2",Братиславская,16–20 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_45_et._4076051845,2-к. квартира,45 м²,4/5 эт.,46 000  , 46 000 , 50%,Все ЖКУ включены,"ул. Пивченкова, 8",Славянский бульвар,11–15 мин.,https://www.avito.ru/user/236f74d55147ed85df809a87ffa27c8d/profile?src=search_seller_info,MOTYLEK - департамент недвижимости,4373,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_46_m_722_et._2829665111,2-к. квартира,46 м²,7/22 эт.,80 000  , 80 000 ,0%,ЖКУ включены без счетчиков,"ул. Маршала Сергеева, 3",Молодёжная,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_1318_et._3877200679,1-к. квартира,35 м²,13/18 эт.,56 000  , 28 000 ,0%,Все ЖКУ включены,"Волгоградский пр-т, 97к3",Кузьминки,11–15 мин.,https://www.avito.ru/user/64b69c1eacd88c7bae39c82ac2231464/profile?src=search_seller_info,Магазинчик у Ильи,13,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_565_m_616_et._2638511550,2-к. квартира,"56,5 м²",6/16 эт.,75 000  , 112 500 ,0%,ЖКУ включены без счетчиков,"ул. Академика Анохина, 12к2",Юго-Западная,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_214_et._3924247076,2-к. квартира,40 м²,2/14 эт.,60 000  , 60 000 , 70%,ЖКУ включены без счетчиков,"Гороховский пер., 11-13",Курская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_40_m_39_et._4044010326,2-к. квартира,40 м²,3/9 эт.,53 000  , 53 000 ,0%,ЖКУ включены без счетчиков,"Волгоградский пр-т, 97к1",Кузьминки,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_22_m_2633_et._3799176668,Квартира-студия,22 м²,26/33 эт.,50 000  , 50 000 , 50%,ЖКУ включены без счетчиков,"Перовское ш., 2к2",Нижегородская,6–10 мин.,https://www.avito.ru/user/9c8c7470336174b4cca1402f0ec2ff59/profile?src=search_seller_info,EMPIRE HOME,5215,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_1216_et._3962088883,2-к. квартира,50 м²,12/16 эт.,49 000  , 49 000 ,0%,ЖКУ включены без счетчиков,"ул. Борисовские Пруды, 12к1",Борисово,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_40_m_222_et._3916516438,1-к. квартира,40 м²,2/22 эт.,40 000  , 40 000 , 70%,ЖКУ включены без счетчиков,"ул. Мусы Джалиля, 38к1",Шипиловская,до 5 мин.,https://www.avito.ru/user/531afeb98381b1f5f06fa8e0cf54a046/profile?src=search_seller_info,Юлия,13,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_55_m_112_et._4042294657,2-к. квартира,55 м²,1/12 эт.,58 000  , 58 000 , 50%,ЖКУ 5 000 ₽ + счетчики,"Малая Филёвская ул., 30",Пионерская,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_547_m_817_et._3676943750,2-к. квартира,"54,7 м²",8/17 эт.,60 000  , 60 000 ,0%,ЖКУ включены без счетчиков,"Пятницкое ш., 37",Пятницкое шоссе,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_59_et._3888340819,1-к. квартира,35 м²,5/9 эт.,60 000  , 60 000 ,0%,ЖКУ 5 000 ₽ + счетчики,"Кировоградская ул., 16к2",Южная,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_745_m_1217_et._4041769923,3-к. квартира,"74,5 м²",12/17 эт.,60 000  , 60 000 , 30%,ЖКУ 6 000 ₽ + счетчики,"Бирюлёвская ул., 45к1",Царицыно,от 31 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_58_m_622_et._2548973267,2-к. квартира,58 м²,6/22 эт.,58 000  , 58 000 , 50%,ЖКУ включены без счетчиков,"Литовский б-р, 9/7",Ясенево,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_39_m_712_et._3841047133,1-к. квартира,39 м²,7/12 эт.,39 000  , 39 000 , 40%,ЖКУ включены без счетчиков,"ул. Чечулина, 14",Первомайская,от 31 мин.,https://www.avito.ru/user/7c8f243040407091c8672a9b0e85fb8d/profile?src=search_seller_info,Алексей,26,Документы проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_445_m_79_et._4041662430,2-к. квартира,"44,5 м²",7/9 эт.,85 000  , 85 000 , 50%,ЖКУ 4 000 ₽ + счетчики,"Лазаревский пер., 2",Марьина Роща,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_50_m_1111_et._3701071132,2-к. квартира,50 м²,11/11 эт.,100 000  , 100 000 ,0%,ЖКУ включены без счетчиков,"ул. Маршала Рыбалко, 2",Панфиловская,до 5 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_35_et._3837060891,2-к. квартира,45 м²,3/5 эт.,60 000  , 60 000 , 50%,ЖКУ включены без счетчиков,"ул. Академика Королёва, 7к3",ВДНХ,11–15 мин.,https://www.avito.ru/user/c959426b74875cd16e1c02a0dd647360/profile?src=search_seller_info,ИНКОМ-Недвижимость,107504,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_56_m_1317_et._2227886138,2-к. квартира,56 м²,13/17 эт.,55 000  ,55 000 ,50%,ЖКУ включены без счетчиков,"ул. Исаковского, 20к1",,11–15 мин.,https://www.avito.ru/user/8d24504e19aa67ecbbc8381c413afdd9/profile?src=search_seller_info,2 дня назад,Аренда Продажа Балашиха,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_38_m_69_et._3708262351,2-к. квартира,38 м²,6/9 эт.,48 000  , 24 000 , 80%,ЖКУ включены без счетчиков,"Радужная ул., 3к2",Бабушкинская,16–20 мин.,https://www.avito.ru/user/dbc0fab1580458619a7ea4e192f652cf/profile?src=search_seller_info,Абсолют Капитал Недвижимость,19718,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_30_m_343_et._4042491604,2-к. квартира,30 м²,3/43 эт.,83 000  , 83 000 , 50%,ЖКУ 7 000 ₽ + счетчики,"ул. Василия Ланового, 1к1",Аминьевская,6–10 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_485_m_716_et._3846753223,1-к. квартира,"48,5 м²",7/16 эт.,85 000  , 85 000 , 40%,ЖКУ включены без счетчиков,"ул. Архитектора Щусева, 2к3",ЗИЛ,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_39_m_2225_et._3211084274,1-к. квартира,39 м²,22/25 эт.,55 000  , 55 000 ,0%,ЖКУ включены без счетчиков,"ул. Твардовского, 2к5",Строгино,11–15 мин.,,,,
https://www.avito.ru/moskva/kvartiry/3-k._kvartira_744_m_717_et._3898973477,3-к. квартира,"74,4 м²",7/17 эт.,65 000  , 65 000 ,0%,ЖКУ включены без счетчиков,"пр-т Защитников Москвы, 5",Некрасовка,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_927_et._3978444216,1-к. квартира,35 м²,9/27 эт.,47 000  , 47 000 , 50%,ЖКУ 3 000 ₽ + счетчики,"Варшавское ш., 170Ек6",Лесопарковая,до 5 мин.,https://www.avito.ru/user/e1f894ca78126221eb8c56b1b7fdd71e/profile?src=search_seller_info,Grand Tower,22708,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_339_m_212_et._3924262207,1-к. квартира,"33,9 м²",2/12 эт.,50 000  , 25 000 , 60%,ЖКУ включены без счетчиков,"Краснодарская ул., 57к1",Люблино,до 5 мин.,https://www.avito.ru/user/b941150141f770da7c8f04e7ae0239fe/profile?src=search_seller_info,КБМ,191,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_41_m_1022_et._3711171633,1-к. квартира,41 м²,10/22 эт.,55 000  , 55 000 , 50%,ЖКУ включены без счетчиков,"Щукинская ул., 12к1",Щукинская,6–10 мин.,,,,
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_35_m_714_et._1878398873,1-к. квартира,35 м²,7/14 эт.,32 000  , 32 000 , 50%,ЖКУ включены без счетчиков,"ул. Брусилова, 15к1",р-н Южное Бутово,,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_45_m_45_et._3722734988,2-к. квартира,45 м²,4/5 эт.,45 000  , 45 000 , 70%,ЖКУ включены без счетчиков,"Зелёный пр-т, 105",Новогиреево,6–10 мин.,https://www.avito.ru/user/d9e77aed04f99bde175db5b21d7cd8d9/profile?src=search_seller_info,ЕГСН,41416,Реквизиты проверены
https://www.avito.ru/moskva/kvartiry/1-k._kvartira_33_m_15_et._3756880630,1-к. квартира,33 м²,1/5 эт.,30 000  , 30 000 , 70%,ЖКУ включены без счетчиков,"Онежская ул., 42/36",Беломорская,21–30 мин.,,,,
https://www.avito.ru/moskva/kvartiry/2-k._kvartira_42_m_522_et._3886012367,2-к. квартира,42 м²,5/22 эт.,89 000  , 89 000 , 50%,ЖКУ включены без счетчиков,"ул. Сокольнический Вал, 3",Рижская,16–20 мин.,,,,
